PFA_Name,Year,IMD_Score,Police_Count,Crime_Count,Alpha_i,B_i,Beta_i,Sigma_i,Spillover_Force,E_Prime_Monthly_Snapshot
Devon and Cornwall,2021,54.989900597778934,3319,82259.0,0.005498990059777894,75.3308010989484,0.10576806623695637,0.2675804628300053,294.77435479933115,2441.2044073627903
Devon and Cornwall,2022,54.989900597778934,3442,64908.0,0.005498990059777894,75.3308010989484,0.10576806623695637,0.2675804628300053,274.84882687710297,2760.5019510017173
Devon and Cornwall,2023,54.989900597778934,3642,42112.0,0.005498990059777894,75.3308010989484,0.10576806623695637,0.2675804628300053,273.6544021015165,436.82024736872546
Devon and Cornwall,2024,54.989900597778934,3612,86132.0,0.005498990059777894,75.3308010989484,0.10576806623695637,0.2675804628300053,302.37152252797637,-2087.8674701207997
Devon and Cornwall,2025,54.989900597778934,3569,88473.0,0.005498990059777894,75.3308010989484,0.10576806623695637,0.2675804628300053,309.8709637290709,-1973.4690079328648
Dorset,2021,48.08856502242153,1293,43321.0,0.004808856502242153,1.8852155104589208,0.1738223212695865,0.11395248665466114,357.29199051058964,-534.881123674291
Dorset,2022,48.08856502242153,1349,38037.0,0.004808856502242153,1.8852155104589208,0.1738223212695865,0.11395248665466114,328.14545328536735,-616.9930805164038
Dorset,2023,48.08856502242153,1430,35887.0,0.004808856502242153,1.8852155104589208,0.1738223212695865,0.11395248665466114,281.1180899206407,-825.9831144038837
Dorset,2024,48.08856502242153,1422,33965.0,0.004808856502242153,1.8852155104589208,0.1738223212695865,0.11395248665466114,353.2654683765136,77.28954972255642
Dorset,2025,48.08856502242153,1404,32640.0,0.004808856502242153,1.8852155104589208,0.1738223212695865,0.11395248665466114,367.48964797580254,-681.5746190574405
Durham,2021,65.66666666666667,1228,46316.0,0.006566666666666668,38.20525973589579,0.11967537625100291,0.0793845019966066,348.98966402229325,-68.11433891301355
Durham,2022,65.66666666666667,1285,43286.0,0.006566666666666668,38.20525973589579,0.11967537625100291,0.0793845019966066,320.70454777607404,5.087660811579582
Durham,2023,65.66666666666667,1372,40062.0,0.006566666666666668,38.20525973589579,0.11967537625100291,0.0793845019966066,318.6675141179144,839.3820605420417
Durham,2024,65.66666666666667,1385,37698.0,0.006566666666666668,38.20525973589579,0.11967537625100291,0.0793845019966066,291.8882135469256,543.6882766313148
Durham,2025,65.66666666666667,1400,40628.0,0.006566666666666668,38.20525973589579,0.11967537625100291,0.0793845019966066,281.03500992661156,-329.83477046620374
Dyfed-Powys,2021,52.20054179830648,1207,26590.0,0.005220054179830649,144.62395804891318,0.18459051685308048,0.16279059646281935,322.9015941819398,488.3922809460755
Dyfed-Powys,2022,52.20054179830648,1259,29858.0,0.005220054179830649,144.62395804891318,0.18459051685308048,0.16279059646281935,279.7894727883001,227.69060601029042
Dyfed-Powys,2023,52.20054179830648,1303,25743.0,0.005220054179830649,144.62395804891318,0.18459051685308048,0.16279059646281935,269.305435081004,-124.7061803832062
Dyfed-Powys,2024,52.20054179830648,1302,18644.0,0.005220054179830649,144.62395804891318,0.18459051685308048,0.16279059646281935,257.65356532229356,132.14742840033492
Dyfed-Powys,2025,52.20054179830648,1261,24867.0,0.005220054179830649,144.62395804891318,0.18459051685308048,0.16279059646281935,241.08348610770753,804.3975219660124
Essex,2021,48.64249830130973,3474,119255.0,0.004864249830130973,26.958478450715077,0.297699247238979,0.19798796535805316,952.3635529207877,-1590.7214793027601
Essex,2022,48.64249830130973,3604,100999.0,0.004864249830130973,26.958478450715077,0.297699247238979,0.19798796535805316,896.7498937127438,87.67835676733648
Essex,2023,48.64249830130973,3747,82648.0,0.004864249830130973,26.958478450715077,0.297699247238979,0.19798796535805316,858.8603591563441,-1992.5769111786358
Essex,2024,48.64249830130973,3758,76339.0,0.004864249830130973,26.958478450715077,0.297699247238979,0.19798796535805316,854.6603462124348,-271.23818967631246
Essex,2025,48.64249830130973,3759,79257.0,0.004864249830130973,26.958478450715077,0.297699247238979,0.19798796535805316,886.9550260807054,2211.0218951682477
Gloucestershire,2021,42.82169693450181,1191,43762.0,0.004282169693450181,15.48839494297399,0.1781344804580973,0.11710170519428939,275.0524913969335,-532.0094721418528
Gloucestershire,2022,42.82169693450181,1248,38281.0,0.004282169693450181,15.48839494297399,0.1781344804580973,0.11710170519428939,255.2545493989693,-200.9654992843948
Gloucestershire,2023,42.82169693450181,1301,34945.0,0.004282169693450181,15.48839494297399,0.1781344804580973,0.11710170519428939,245.09143992984139,-846.3373202752005
Gloucestershire,2024,42.82169693450181,1321,33440.0,0.004282169693450181,15.48839494297399,0.1781344804580973,0.11710170519428939,248.39396868600582,-349.8057074321757
Gloucestershire,2025,42.82169693450181,1349,33788.0,0.004282169693450181,15.48839494297399,0.1781344804580973,0.11710170519428939,248.4121355640385,-1141.6145457292678
Greater Manchester,2021,64.06394920617097,7263,0.0,0.0064063949206170975,4.5046878066634894,0.5,2.2360599915712482,666.1589933881562,943.3437477232777
Greater Manchester,2022,64.06394920617097,7536,14.0,0.0064063949206170975,4.5046878066634894,0.5,2.2360599915712482,608.1346465578191,865.4514820793555
Greater Manchester,2023,64.06394920617097,8070,0.0,0.0064063949206170975,4.5046878066634894,0.5,2.2360599915712482,570.2225565930906,809.0327362101859
Greater Manchester,2024,64.06394920617097,8112,0.0,0.0064063949206170975,4.5046878066634894,0.5,2.2360599915712482,544.8877457282322,773.5640009993841
Greater Manchester,2025,64.06394920617097,8111,0.0,0.0064063949206170975,4.5046878066634894,0.5,2.2360599915712482,546.1569993146247,775.3409560203337
Gwent,2021,52.20054179830648,1364,38127.0,0.005220054179830649,84.42433982266348,0.2175086225868051,0.14990018819695802,295.7916390797459,-550.1703883764948
Gwent,2022,52.20054179830648,1478,35341.0,0.005220054179830649,84.42433982266348,0.2175086225868051,0.14990018819695802,252.0528090602061,-769.0261662970804
Gwent,2023,52.20054179830648,1516,37618.0,0.005220054179830649,84.42433982266348,0.2175086225868051,0.14990018819695802,236.05819170076552,103.87851912839045
Gwent,2024,52.20054179830648,1542,38590.0,0.005220054179830649,84.42433982266348,0.2175086225868051,0.14990018819695802,213.79708720241126,-121.56462122559975
Gwent,2025,52.20054179830648,1549,25979.0,0.005220054179830649,84.42433982266348,0.2175086225868051,0.14990018819695802,226.15977818255388,-307.7653707530006
Hampshire and Isle of Wight,2021,43.14797429022277,3129,104387.0,0.004314797429022277,88.05824207455781,0.08708731236340214,0.0874008040393226,268.184407608069,1134.4666725057918
Hampshire and Isle of Wight,2022,43.14797429022277,3227,103473.0,0.004314797429022277,88.05824207455781,0.08708731236340214,0.0874008040393226,239.05524009258505,437.9666280185154
Hampshire and Isle of Wight,2023,43.14797429022277,3362,90088.0,0.004314797429022277,88.05824207455781,0.08708731236340214,0.0874008040393226,235.05457259237372,577.422869018181
Hampshire and Isle of Wight,2024,43.14797429022277,3349,86468.0,0.004314797429022277,88.05824207455781,0.08708731236340214,0.0874008040393226,228.8172432487796,-214.9532133571412
Hampshire and Isle of Wight,2025,43.14797429022277,3364,90641.0,0.004314797429022277,88.05824207455781,0.08708731236340214,0.0874008040393226,236.4087928889414,-46.01075661263724
Hertfordshire,2021,40.33497332322295,2258,55823.0,0.004033497332322295,21.059537493249444,0.17024717166629172,0.029487277238564685,907.2702140226058,-76.32112438472933
Hertfordshire,2022,40.33497332322295,2234,54922.0,0.004033497332322295,21.059537493249444,0.17024717166629172,0.029487277238564685,842.8824714753218,147.41657123923864
Hertfordshire,2023,40.33497332322295,2400,54488.0,0.004033497332322295,21.059537493249444,0.17024717166629172,0.029487277238564685,796.5239324017487,248.52310592286227
Hertfordshire,2024,40.33497332322295,2379,56029.0,0.004033497332322295,21.059537493249444,0.17024717166629172,0.029487277238564685,788.2931850803179,328.86536468822294
Hertfordshire,2025,40.33497332322295,2380,58725.0,0.004033497332322295,21.059537493249444,0.17024717166629172,0.029487277238564685,817.078436308756,552.6747166533873
Humberside,2021,60.47984100121401,2102,51580.0,0.006047984100121402,52.418868953221164,0.12381584802180948,0.0369440543837566,353.2708292802144,480.40672313965774
